recording_num	first_language	origin_city	origin_country	Age	Gender	Experience	classification	file_name	language_symbol	date_added
5	malay	kuala lumpur	malaysia	19	male	3	naturalistic	malay5.mov	zlm	8/12/2012 16:53
1	malayalam	kerala state	india	24	male	5	academic	malayalam1.mov	mal	6/15/2005 17:09
2	malayalam	trivandrum	india	29	female	5	academic	malayalam2.mov	mal	12/12/2006 12:29
3	malayalam	bangalore	india	19	female	3.5	naturalistic	malayalam3.mov	mal	
4	malayalam	dubai	united arab emirates	18	female	3	academic	malayalam4.mov	mal	11/21/2013 12:20
1	maltese	mosta	malta	30	female	4	academic	maltese1.mov	mlt	6/15/2005 17:10
2	maltese	marsa	malta	74	female	6	academic	maltese2.mov	mlt	3/4/2011 16:20
1	mandarin	shanxi province	china	26	female	13	academic	mandarin1.mov	cmn	6/15/2005 17:09
2	mandarin	nanjing	china	38	female	14	academic	mandarin2.mov	cmn	6/15/2005 17:09
3	mandarin	jilin city	china	43	male	10	academic	mandarin3.mov	cmn	4/26/2012 9:54
4	mandarin	shanghai	china	24	female	6	academic	mandarin4.mov	cmn	6/15/2005 17:09
5	mandarin	beijing	china	31	female	12	academic	mandarin5.mov	cmn	6/15/2005 17:09
6	mandarin	le shan	china	28	female	12	academic	mandarin6.mov	cmn	6/9/2009 23:14
7	mandarin	berkeley	usa	22	male	5	naturalistic	mandarin7.mov	cmn	10/6/2005 15:10
8	mandarin	jingmen	china	29	male	12	academic	mandarin8.mov	cmn	11/1/2006 13:08
9	mandarin	shanghai	china	38	male	12	academic	mandarin9.mov	cmn	10/6/2005 15:10
10	mandarin	beijing	china	19	male	3	academic	mandarin10.mov	cmn	4/19/2006 9:48
11	mandarin	kao-hsiung	taiwan	53	female	13	academic	mandarin11.mov	cmn	12/1/2008 22:21
12	mandarin	singapore	singapore	23	male	1	naturalistic	mandarin12.mov	cmn	
13	mandarin	nantou	taiwan	29	male	13	academic	mandarin13.mov	cmn	2/6/2008 11:50
14	mandarin	dalian	china	49	male	20	academic	mandarin14.mov	cmn	10/25/2007 19:37
15	mandarin	tainan	taiwan	28	female	11	academic	mandarin15.mov	cmn	2/6/2008 11:50
16	mandarin	taipei	taiwan	32	male	10	academic	mandarin16.mov	cmn	2/13/2008 12:50
17	mandarin	wuhan	china	26	male	13	academic	mandarin17.mov	cmn	2/13/2008 12:50
18	mandarin	taoyuan	taiwan	29	female	13	academic	mandarin18.mov	cmn	7/23/2008 10:38
19	mandarin	qinzhou	china	27	male	13	academic	mandarin19.mov	cmn	7/23/2008 10:38
20	mandarin	ping tong	taiwan	40	female	12	academic	mandarin20.mov	cmn	7/23/2008 10:38
21	mandarin	chengdu	china	38	female	9	academic	mandarin21.mov	cmn	6/9/2009 23:15
22	mandarin	haikou	china	39	female	11	academic	mandarin22.mov	cmn	11/16/2008 22:15
23	mandarin	kao-hsiung	taiwan	46	female	13	academic	mandarin23.mov	cmn	2/9/2009 17:16
24	mandarin	shanghai	china	21	female	10	academic	mandarin24.mov	cmn	3/13/2009 0:27
25	mandarin	wuxi	china	28	female	13	academic	mandarin25.mov	cmn	5/4/2009 16:23
26	mandarin	emei	china	31	female	12	academic	mandarin26.mov	cmn	6/3/2009 11:19
27	mandarin	chengdu	china	18	male	15	academic	mandarin27.mov	cmn	5/12/2011 14:03
28	mandarin	shanghai	china	45	male	15	academic	mandarin28.mov	cmn	12/15/2013 11:28
29	mandarin	lanzhou	china	24	male	4	academic	mandarin29.mov	cmn	6/29/2011 0:16
30	mandarin	taipei	taiwan	27	male	13	academic	mandarin30.mov	cmn	7/3/2011 16:27
31	mandarin	wenzhou	china	26	female	13	academic	mandarin31.mov	cmn	8/4/2011 21:21
32	mandarin	taipei	taiwan	23	female	12	academic	mandarin32.mov	cmn	9/16/2011 10:57
33	mandarin	beijing	china	25	male	6	naturalistic	mandarin33.mov	cmn	11/11/2011 22:29
34	mandarin	shi jia zhuang	china	31	female	13	academic	mandarin34.mov	cmn	4/8/2012 14:39
35	mandarin	yantai	china	27	female	12	academic	mandarin35.mov	cmn	4/8/2012 14:41
36	mandarin	beijing	china	32	female	10	academic	mandarin36.mov	cmn	4/8/2012 14:44
37	mandarin	huhot	china	32	female	12	academic	mandarin37.mov	cmn	4/8/2012 14:47
38	mandarin	changsha	china	33	female	12	academic	mandarin38.mov	cmn	4/8/2012 14:49
39	mandarin	tie ling	china	24	female	12	academic	mandarin39.mov	cmn	4/8/2012 14:52
40	mandarin	chengdu	china	28	male	12	academic	mandarin40.mov	cmn	4/20/2012 9:47
41	mandarin	songyuan	china	34	female	13	academic	mandarin41.mov	cmn	4/17/2012 12:58
42	mandarin	yanbian	china	47	female	16	academic	mandarin42.mov	cmn	4/17/2012 13:09
43	mandarin	datong	china	24	female	15	academic	mandarin43.mov	cmn	4/17/2012 13:03
44	mandarin	hangzhou	china	21	male	16	academic	mandarin44.mov	cmn	4/20/2012 14:42
45	mandarin	beijing	china	42	female	12	academic	mandarin45.mov	cmn	4/23/2012 10:25
46	mandarin	jilin city	china	43	female	9	academic	mandarin46.mov	cmn	4/26/2012 10:03
47	mandarin	beijing	china	28	female	8	academic	mandarin47.mov	cmn	5/8/2012 10:30
48	mandarin	pingdingshan	china	37	male	12	academic	mandarin48.mov	cmn	5/8/2012 10:32
49	mandarin	shanghai	china	21	male	10	academic	mandarin49.mov	cmn	4/5/2013 8:54
50	mandarin	hsinchu	taiwan	25	male	9	academic	mandarin50.mov	cmn	10/14/2013 19:12
51	mandarin	tianjin	china	25	male	10	academic	mandarin51.mov	cmn	11/2/2013 18:19
52	mandarin	shaoxing	china	26	female	6	academic	mandarin52.mov	cmn	11/2/2013 18:21
53	mandarin	ningbo	china	38	female	13	academic	mandarin53.mov	cmn	11/12/2013 22:28
1	mandingo	freetown	sierra leone	36	male	9	academic	mandingo1.mov	emk	6/15/2005 17:09
1	mandinka	ziguinchor	senegal	23	male	12	academic	mandinka1.mov	mnk	3/3/2008 11:13
1	mankanya	goudomp	senegal	27	male	15	academic	mankanya1.mov	knf	3/31/2008 13:14
1	marathi	bombay	india	21	female	3	academic	marathi1.mov	mar	6/15/2005 17:09
2	marathi	madras	india	28	male	10	academic	marathi2.mov	mar	10/6/2005 15:10
3	marathi	bombay	india	31	male	2	academic	marathi3.mov	mar	3/31/2008 13:14
1	mauritian	port louis	mauritius	21	male	5	academic	mauritian1.mov	mfe	6/15/2005 17:09
1	mende	harbel	liberia	35	male	5	academic	mende1.mov	men	10/13/2005 15:49
2	mende	freetown	sierra leone	21	female	2	naturalistic	mende2.mov	men	
1	moba	mango	togo	54	male	15	academic	moba1.mov	mfq	11/10/2008 0:04
1	mongolian	ulaanbaatar	mongolia	18	female	15	naturalistic	mongolian1.mov	khk	8/29/2005 9:49
2	mongolian	ulaanbaatar	mongolia	22	male	17	academic	mongolian2.mov	khk	6/15/2005 17:09
3	mongolian	ulaanbaatar	mongolia	38	male	10	academic	mongolian3.mov	khk	8/1/2007 20:42
4	mongolian	ulaanbaatar	mongolia	19	male	15	academic	mongolian4.mov	khk	3/24/2009 0:22
5	mongolian	sofia	bulgaria	23	male	9	academic	mongolian5.mov	khk	6/2/2009 20:00
6	mongolian	sukhbaatar	mongolia	29	female	26	academic	mongolian6.mov	khk	2/23/2011 9:41
7	mongolian	darhan	mongolia	28	female	28	academic	mongolian7.mov	khk	11/11/2013 23:52
8	mongolian	jining	china	25	male	5	academic	mongolian8.mov	mvf	11/18/2013 21:01
1	moore	tenkodogo	burkina faso	29	female	12	academic	moore1.mov	mos	6/15/2005 17:09
1	mortlockese	weno	federated states of micronesia	21	male	6	academic	mortlockese1.mov	mrl	10/13/2005 15:49
1	nama	rehoboth	namibia	44	male	12	academic	nama1.mov	naq	3/22/2009 12:00
1	nandi	eldoret	kenya	35	male	18	academic	nandi1.mov	niq	8/6/2009 14:00
1	nepali	katmandu	nepal	22	female	5	academic	nepali1.mov	nep	6/15/2005 17:09
2	nepali	katmandu	nepal	37	female	14	academic	nepali2.mov	nep	8/1/2007 20:42
3	nepali	dharan	nepal	36	male	4	academic	nepali3.mov	nep	12/6/2007 11:34
4	nepali	pokhara	nepal	25	male	5	academic	nepali4.mov	nep	3/31/2008 13:14
5	nepali	chisapani	nepal	39	male	9	academic	nepali5.mov	nep	7/11/2011 14:42
6	nepali	bhadrapur	nepal	24	male	6	academic	nepali6.mov	nep	8/2/2011 10:25
7	nepali	chitwan	nepal	19	male	7	academic	nepali7.mov	nep	8/1/2011 23:24
8	nepali	pokhara	nepal	20	male	5	academic	nepali8.mov	nep	8/1/2011 23:26
9	nepali	baglung	nepal	36	male	10	academic	nepali9.mov	nep	
10	nepali	katmandu	nepal	23	female	3	academic	nepali10.mov	nep	7/29/2013 21:17
11	nepali	katmandu	nepal	24	female	20	academic	nepali11.mov	nep	11/29/2013 19:04
1	newari	katmandu	nepal	29	male	5	naturalistic	newari1.mov	new	5/14/2007 12:33
1	ngemba	bota	cameroon	41	male	15	academic	ngemba1.mov	nge	12/12/2006 12:29
2	ngemba	bamenda	cameroon	63	female	6	academic	ngemba2.mov	nge	12/9/2013 20:55
1	northern sotho	polokwane	south africa	36	female	6	academic	northernsotho1.mov	nso	3/4/2011 16:17
1	norwegian	drammen	norway	33	female	10	academic	norwegian1.mov	nor	8/31/2009 23:01
2	norwegian	oslo	norway	55	female	12	academic	norwegian2.mov	nor	8/31/2009 23:01
3	norwegian	volda	norway	19	male	5	naturalistic	norwegian3.mov	nor	8/31/2009 23:01
4	norwegian	lakselv	norway	23	male	10	academic	norwegian4.mov	nor	8/31/2009 23:02
5	norwegian	oslo	norway	41	female	9	academic	norwegian5.mov	nor	8/31/2009 23:02
6	norwegian	askim	norway	29	male	10	academic	norwegian6.mov	nor	4/1/2011 13:24
1	nuer	ayod	sudan	30	male	15	academic	nuer1.mov	nus	12/6/2010 15:35
1	oriya	bargarh	india	35	male	5	academic	oriya1.mov	ori	2/22/2006 13:48
2	oriya	orissa	india	32	male	6	academic	oriya2.mov	ori	2/22/2009 11:53
1	oromo	wellga	ethiopia	33	female	11	academic	oromo1.mov	gaz	6/15/2005 17:09
2	oromo	yabello	ethiopia	33	male	10	academic	oromo2.mov	gaz	2/2/2009 16:56
3	oromo	dembi dollo	ethiopia	35	female	8	academic	oromo3.mov	gaz	3/4/2011 16:17
1	papiamentu	willemstad	curacao	27	female	5	naturalistic	papiamentu1.mov	pap	11/28/2013 10:23
2	papiamentu	willemstad	curacao	23	male	10	naturalistic	papiamentu2.mov	pap	9/25/2013 12:21
1	pashto	kabul	afghanistan	47	female	12	academic	pashto1.mov	pbt	5/14/2007 12:33
2	pashto	kabul	afghanistan	26	female	26	academic	pashto2.mov	pbt	2/6/2008 11:50
3	pashto	kandahar	afghanistan	36	female	7	naturalistic	pashto3.mov	pbt	3/13/2009 0:25
4	pashto	peshawar	pakistan	18	female	6	academic	pashto4.mov	pbt	3/24/2009 0:59
5	pashto	kandahar	afghanistan	52	female	22	naturalistic	pashto5.mov	pbt	12/6/2010 15:35
6	pashto	kandahar	afghanistan	59	male	17	academic	pashto6.mov	pbt	4/1/2011 13:25
7	pashto	kabul	afghanistan	42	female	20	academic	pashto7.mov	pbt	4/7/2011 15:35
8	pashto	paktia	afghanistan	39	male	17	naturalistic	pashto8.mov	pbt	11/27/2012 13:18
9	pashto	kabul	afghanistan	56	male	18	academic	pashto9.mov	pbt	11/14/2013 23:19
1	patois	cave valley	jamaica	69	male	7	naturalistic	patois1.mov	jam	3/13/2009 0:25
2	patois	kingston	jamaica	21	male	6	academic	patois2.mov	jam	11/11/2011 22:24
1	pohnpeian	kolonia	federated states of micronesia	18	male	3	naturalistic	pohnpeian1.mov	pon	10/20/2005 15:54
1	polish	janow	poland	26	female	23	academic	polish1.mov	pol	6/15/2005 17:09
2	polish	mielec	poland	26	female	25	academic	polish2.mov	pol	6/15/2005 17:09
3	polish	nowy sacz	poland	31	female	12	academic	polish3.mov	pol	6/15/2005 17:09
4	polish	krakow	poland	0	female	15	academic	polish4.mov	pol	11/9/2005 10:21
5	polish	ozarow maz	poland	22	male	9	academic	polish5.mov	pol	3/27/2006 10:26
6	polish	torun	poland	26	female	8	academic	polish6.mov	pol	3/6/2007 11:57
7	polish	przemet	poland	20	male	6	academic	polish7.mov	pol	8/30/2007 15:07
8	polish	otwock	poland	20	male	11	academic	polish8.mov	pol	9/24/2007 13:07
9	polish	ostroleka	poland	23	female	15	academic	polish9.mov	pol	3/3/2008 11:13
10	polish	wolanow	poland	30	female	15	academic	polish10.mov	pol	3/3/2008 11:13
11	polish	warsaw	poland	56	female	10	academic	polish11.mov	pol	3/3/2008 11:13
12	polish	warsaw	poland	40	male	20	naturalistic	polish12.mov	pol	4/16/2008 10:03
13	polish	gryfino	poland	22	male	14	naturalistic	polish13.mov	pol	9/22/2008 10:07
14	polish	warsaw	poland	97	male	35	naturalistic	polish14.mov	pol	4/1/2011 13:24
15	polish	ketrzyn	poland	25	female	9	academic	polish15.mov	pol	4/27/2011 21:44
16	polish	koszalin	poland	19	male	8	academic	polish16.mov	pol	4/27/2011 21:44
17	polish	krakow	poland	33	female	13	academic	polish17.mov	pol	4/7/2013 13:04
18	polish	bialystok	poland	18	male	5	academic	polish18.mov	pol	4/7/2013 13:05
19	polish	belchatow	poland	24	male	7	academic	polish19.mov	pol	4/7/2013 13:05
20	polish	gdansk	poland	53	female	4	academic	polish20.mov	pol	4/19/2012 14:46
21	polish	kolobrzeg	poland	30	male	10	academic	polish21.mov	pol	6/2/2012 22:42
22	polish	koszalin	poland	19	male	11	academic	polish22.mov	pol	6/19/2012 21:17
23	polish	lobez	poland	21	male	8	academic	polish23.mov	pol	6/17/2012 22:24
24	polish	koszalin	poland	20	female	10	academic	polish24.mov	pol	6/21/2012 16:32
25	polish	koszalin	poland	20	male	11	academic	polish25.mov	pol	8/29/2012 9:57
26	polish	bytow	poland	19	male	16	academic	polish26.mov	pol	4/17/2013 8:50
27	polish	koszalin	poland	19	male	6	academic	polish27.mov	pol	5/7/2013 15:13
28	polish	koszalin	poland	20	female	10	academic	polish28.mov	pol	5/27/2013 9:24
29	polish	sianow	poland	20	male	11	academic	polish29.mov	pol	6/13/2013 15:55
30	polish	koszalin	poland	21	female	9	academic	polish30.mov	pol	6/17/2013 21:32
1	poonchi	jammu	india	25	male	5	academic	poonchi1.mov	phr	10/27/2005 14:12
1	portuguese	bahia	brazil	37	female	16	academic	portuguese1.mov	por	6/15/2005 17:09
2	portuguese	brasilia	brazil	18	female	10	academic	portuguese2.mov	por	6/15/2005 17:09
3	portuguese	blumenau	brazil	18	female	15	academic	portuguese3.mov	por	6/15/2005 17:09
4	portuguese	cabinda	angola	20	male	15	academic	portuguese4.mov	por	6/15/2005 17:09
5	portuguese	lubango	angola	31	male	13	academic	portuguese5.mov	por	6/15/2005 17:09
6	portuguese	sao paulo	brazil	44	male	15	academic	portuguese6.mov	por	6/15/2005 17:09
7	portuguese	vitoria	brazil	40	male	11	naturalistic	portuguese7.mov	por	6/15/2005 17:09
8	portuguese	fortaleza	brazil	26	male	7	academic	portuguese8.mov	por	6/15/2005 17:09
9	portuguese	sao paulo	brazil	18	male	14	academic	portuguese9.mov	por	10/27/2005 14:12
10	portuguese	novo hamburgo	brazil	21	male	13	academic	portuguese10.mov	por	11/3/2005 13:16
11	portuguese	sao paulo	brazil	40	female	7	academic	portuguese11.mov	por	6/13/2006 14:10
12	portuguese	lisbon	portugal	36	male	12	academic	portuguese12.mov	por	6/13/2006 14:10
13	portuguese	santa maria	brazil	18	male	9	academic	portuguese13.mov	por	6/13/2006 14:10
14	portuguese	sao paulo	brazil	25	male	8	academic	portuguese14.mov	por	11/9/2006 19:26
15	portuguese	sao paulo	brazil	54	male	9	academic	portuguese15.mov	por	1/31/2007 18:03
16	portuguese	porto alegre	brazil	25	male	15	academic	portuguese16.mov	por	3/6/2007 11:57
17	portuguese	salinas	brazil	18	male	15	naturalistic	portuguese17.mov	por	12/3/2007 10:35
18	portuguese	almada	portugal	50	female	12	academic	portuguese18.mov	por	12/3/2007 10:35
19	portuguese	florianopolis	brazil	32	male	4	naturalistic	portuguese19.mov	por	
20	portuguese	campinas	brazil	21	male	10	academic	portuguese20.mov	por	3/3/2008 11:13
21	portuguese	sao paulo	brazil	23	male	17	academic	portuguese21.mov	por	6/24/2009 22:35
22	portuguese	luanda	angola	43	female	17	naturalistic	portuguese22.mov	por	7/23/2008 10:38
23	portuguese	curitiba	brazil	29	female	10	academic	portuguese23.mov	por	9/8/2008 14:49
24	portuguese	santos	brazil	22	female	11	academic	portuguese24.mov	por	9/22/2008 10:07
25	portuguese	rio de janeiro	brazil	20	female	18	academic	portuguese25.mov	por	11/10/2008 22:19
26	portuguese	campo grande	brazil	25	female	10	academic	portuguese26.mov	por	3/28/2009 21:57
27	portuguese	sao paulo	brazil	33	female	8	academic	portuguese27.mov	por	6/2/2009 19:59
28	portuguese	sao paulo	brazil	36	female	10	academic	portuguese28.mov	por	5/12/2011 14:02
29	portuguese	vitoria	brazil	28	male	8	academic	portuguese29.mov	por	5/27/2011 10:48
30	portuguese	juiz de fora	brazil	26	female	24	academic	portuguese30.mov	por	5/27/2011 10:48
31	portuguese	belo horizonte	brazil	29	male	16	academic	portuguese31.mov	por	5/27/2011 10:47
32	portuguese	volta redonda	brazil	29	male	12	naturalistic	portuguese32.mov	por	3/1/2012 11:11
33	portuguese	brasilia	brazil	38	male	28	academic	portuguese33.mov	por	3/1/2012 11:11
34	portuguese	porto alegre	brazil	18	male	14	naturalistic	portuguese34.mov	por	4/7/2013 16:08
35	portuguese	sao paulo	brazil	22	female	9	academic	portuguese35.mov	por	3/16/2012 19:30
36	portuguese	uberlandia	brazil	39	female	15	academic	portuguese36.mov	por	3/16/2012 19:31
37	portuguese	sao paulo	brazil	43	female	26	naturalistic	portuguese37.mov	por	4/7/2013 16:08
38	portuguese	rio de janeiro	brazil	25	male	15	naturalistic	portuguese38.mov	por	4/7/2013 16:09
39	portuguese	sao paulo	brazil	26	female	8	academic	portuguese39.mov	por	12/31/2011 10:51
40	portuguese	london	uk	23	male	0	naturalistic	portuguese40.mov	por	8/25/2013 11:50
41	portuguese	mexico city	mexico	22	male	10	naturalistic	portuguese41.mov	por	11/18/2013 22:10
1	pulaar	dakar	senegal	53	female	12	academic	pulaar1.mov	fuc	1/28/2008 10:30
2	pulaar	rufisque	senegal	44	male	13	academic	pulaar2.mov	fuc	1/28/2008 10:30
3	pulaar	dakar	senegal	53	male	30	academic	pulaar3.mov	fuc	1/28/2008 10:30
1	punjabi	sargodha	pakistan	34	male	10	academic	punjabi1.mov	pnb	6/15/2005 17:09
2	punjabi	hoshiarpur	india	26	male	10	academic	punjabi2.mov	pan	9/12/2005 9:28
3	punjabi	moga	india	19	male	6	naturalistic	punjabi3.mov	pan	2/13/2008 12:50
4	punjabi	moga	india	33	female	3	academic	punjabi4.mov	pan	2/21/2008 12:26
5	punjabi	ropar	india	49	male	5	academic	punjabi5.mov	pan	4/16/2012 12:41
6	punjabi	lahore	pakistan	25	male	5	academic	punjabi6.mov	pnb	7/9/2013 11:12
7	punjabi	lahore	pakistan	22	male	5	academic	punjabi7.mov	pnb	
8	punjabi	jilandhar	india	44	male	13	academic	punjabi8.mov	pan	11/28/2013 10:23
1	quechua	cochabamba	bolivia	53	female	15	academic	quechua1.mov	quh	6/15/2005 17:09
2	quechua	huanuco	peru	32	female	27	naturalistic	quechua2.mov	qvh	9/12/2005 9:28
1	romanian	timisoara	romania	24	male	12	academic	romanian1.mov	ron	6/15/2005 17:09
2	romanian	bucharest	romania	62	male	14	academic	romanian2.mov	ron	6/15/2005 17:09
3	romanian	birtem	romania	50	male	32	naturalistic	romanian3.mov	ron	6/15/2005 17:09
4	romanian	bucharest	romania	35	female	32	naturalistic	romanian4.mov	ron	11/3/2005 13:16
5	romanian	bucharest	romania	47	female	12	academic	romanian5.mov	ron	8/30/2007 15:07
6	romanian	bucharest	romania	35	male	12	academic	romanian6.mov	ron	
7	romanian	bucharest	romania	33	male	11	academic	romanian7.mov	ron	10/29/2007 12:23
8	romanian	bucharest	romania	47	male	12	academic	romanian8.mov	ron	10/29/2007 12:23
9	romanian	bacau	romania	28	female	10	academic	romanian9.mov	ron	11/5/2007 10:45
10	romanian	bucharest	romania	27	female	11	academic	romanian10.mov	ron	11/5/2007 10:45
11	romanian	buzau	romania	39	male	14	academic	romanian11.mov	ron	11/5/2007 10:45
12	romanian	chisinau	moldova	38	female	12	academic	romanian12.mov	ron	
13	romanian	babadag	romanian	46	male	12	academic	romanian13.mov	ron	
14	romanian	costesti	moldova	25	female	13	academic	romanian14.mov	ron	9/29/2008 13:42
15	romanian	bucharest	romania	27	female	8	naturalistic	romanian15.mov	ron	10/14/2008 12:25
16	romanian	bucharest	romania	25	female	9	academic	romanian16.mov	ron	11/6/2008 22:15
17	romanian	chisinau	moldova	55	female	48	naturalistic	romanian17.mov	ron	3/28/2009 21:57
18	romanian	solotvino	ukraine	43	female	28	naturalistic	romanian18.mov	ron	4/6/2011 15:49
19	romanian	chisinau	moldova	19	male	8	academic	romanian19.mov	ron	1/16/2012 21:45
20	romanian	bucharest	romania	34	female	19	naturalistic	romanian20.mov	ron	4/11/2012 20:41
1	rotuman	vatukoula	fiji	43	female	5	academic			
2	rotuman	rotuma	fiji	52	male	7	academic	rotuman2.mov	rtm	
1	rundi	bururi	burundi	36	male	14	academic	rundi1.mov	run	2/23/2011 9:41
1	russian	nizhni novgorod	russia	37	male	36	academic	russian1.mov	rus	6/15/2005 17:09
2	russian	izmail	ukraine	50	female	10	academic	russian2.mov	rus	12/12/2013 20:21
3	russian	zaporizhzhya	ukraine	35	female	6	academic	russian3.mov	rus	6/15/2005 17:09
4	russian	moscow	russia	68	female	38	academic	russian4.mov	rus	6/15/2005 17:09
5	russian	khabarovsk	russia	25	female	15	academic	russian5.mov	rus	6/15/2005 17:09
6	russian	moscow	russia	26	female	11	academic	russian6.mov	rus	6/15/2005 17:09
7	russian	kiev	ukraine	54	female	13	academic	russian7.mov	rus	6/15/2005 17:09
8	russian	moscow	russia	66	male	12	academic	russian8.mov	rus	6/15/2005 17:09
9	russian	moscow	russia	23	male	7	academic	russian9.mov	rus	6/15/2005 17:09
10	russian	moscow	russia	20	female	5	academic	russian10.mov	rus	6/15/2005 17:09
11	russian	ola magadan	russia	54	male	13	academic	russian11.mov	rus	11/10/2005 11:58
12	russian	st. petersburg	russia	62	male	53	naturalistic	russian12.mov	rus	4/19/2006 9:48
13	russian	moscow	russia	26	male	10	academic	russian13.mov	rus	6/13/2006 14:10
14	russian	pskov	russia	33	male	18	academic	russian14.mov	rus	11/16/2006 10:30
15	russian	ayaguz	kazakhstan	34	female	12	academic	russian15.mov	rus	
16	russian	minsk	belarus	35	male	11	academic	russian16.mov	rus	
17	russian	pskov	russia	37	male	18	academic	russian17.mov	rus	9/27/2007 10:51
18	russian	komsomolsk-on-amur	russia	23	male	13	academic	russian18.mov	rus	3/24/2008 11:37
19	russian	zhezkazgan	kazakhstan	40	male	17	academic	russian19.mov	rus	3/24/2008 11:37
20	russian	kostanai	kazakhstan	28	female	17	academic	russian20.mov	rus	7/16/2008 12:07
21	russian	moscow	russia	46	female	10	academic	russian21.mov	rus	9/22/2008 10:08
22	russian	riga	latvia	30	male	11	academic	russian22.mov	rus	11/10/2008 0:00
23	russian	zaporizhzhya	ukraine	21	female	5	academic	russian23.mov	rus	3/22/2009 16:00
24	russian	sochi	russia	33	female	19	academic	russian24.mov	rus	2/22/2009 11:55
25	russian	orhei	moldova	58	female	41	academic	russian25.mov	rus	3/22/2009 11:58
26	russian	chisinau	moldova	23	female	17	academic	russian26.mov	rus	3/22/2009 11:57
27	russian	moscow	russia	21	male	14	naturalistic	russian27.mov	rus	5/27/2011 10:50
28	russian	minsk	belarus	25	female	11	academic	russian28.mov	rus	5/27/2011 10:50
29	russian	chisinau	moldova	21	male	6	academic	russian29.mov	rus	4/7/2013 16:09
30	russian	stavropol	russia	18	male	12	academic	russian30.mov	rus	4/7/2013 16:10
31	russian	tallinn	estonia	21	male	4	naturalistic	russian31.mov	rus	4/7/2013 16:10
32	russian	kiev	ukraine	31	female	14	academic	russian32.mov	rus	8/26/2010 15:09
33	russian	karaganda	kazakhstan	24	female	17	academic	russian33.mov	rus	8/31/2010 7:51
34	russian	vladivostok	russia	19	male	15	academic	russian34.mov	rus	12/5/2010 21:11
35	russian	dresden	germany	27	male	16	academic	russian35.mov	rus	4/28/2011 9:44
36	russian	moscow	russia	25	male	20	academic	russian36.mov	rus	8/4/2011 12:28
37	russian	st. petersburg	russia	31	male	10	academic	russian37.mov	rus	8/16/2011 8:48
38	russian	gomel	belarus	84	male	18	naturalistic	russian38.mov	rus	11/20/2012 20:24
39	russian	brooklyn	usa	25	female	5	naturalistic	russian39.mov	rus	6/30/2013 18:07
40	russian	bishkek	kyrgyzstan	23	female	8	academic	russian40.mov	rus	9/2/2013 16:43
41	russian	nizhni novgorod	russia	30	female	10	academic	russian41.mov	rus	11/18/2013 21:06
1	rwanda	byumba	rwanda	45	male	16	academic	rwanda1.mov	kin	2/2/2009 16:57
1	sa'a	riverside	solomon islands	52	male	7	academic	sa'a1.mov	apb	3/4/2011 16:18
1	sardinian	zofingen	switzerland	35	female	11	academic	sardinian1.mov	sdn	6/15/2005 17:09
1	sarua	ndjamena	chad	21	male	10	academic	sarua1.mov	swy	8/25/2005 16:57
1	satawalese	satawal island	federated states of micronesia	41	male	6	academic	satawalese1.mov	stw	11/10/2005 11:58
2	satawalese	satawal island	federated states of micronesia	30	female	6	academic	satawalese2.mov	stw	11/17/2005 10:45
1	serbian	bosanska krupa	bosnia	47	female	47	academic	serbian1.mov	srp	8/5/2005 13:32
2	serbian	zrenjanin	yugoslavia	36	male	15	academic	serbian2.mov	srp	8/5/2005 13:32
3	serbian	belgrade	serbia	25	male	7	academic	serbian3.mov	srp	6/13/2006 14:10
4	serbian	velika plana	serbia	27	male	15	academic	serbian4.mov	srp	8/30/2007 15:07
5	serbian	belgrade	serbia	35	male	6	academic	serbian5.mov	srp	8/30/2007 15:07
6	serbian	kraljevo	serbia	33	male	12	academic	serbian6.mov	srp	9/27/2007 10:51
7	serbian	belgrade	serbia	31	female	7	academic	serbian7.mov	srp	10/4/2007 10:27
8	serbian	kraljevo	serbia	44	male	20	academic	serbian8.mov	srp	10/4/2007 10:27
9	serbian	kragujevac	serbia	31	female	9	academic	serbian9.mov	srp	10/15/2007 10:28
10	serbian	belgrade	serbia	25	male	7	naturalistic	serbian10.mov	srp	
11	serbian	belgrade	serbia	26	male	14	naturalistic	serbian11.mov	srp	10/15/2007 10:28
12	serbian	vranje	serbia	25	female	11	academic	serbian12.mov	srp	7/16/2008 12:07
13	serbian	teslic	bosnia and herzegovina	25	female	11	academic	serbian13.mov	srp	6/24/2009 22:35
14	serbian	podgorica	montenegro	26	female	20	academic	serbian14.mov	srp	10/31/2008 0:25
15	serbian	tuzla	bosnia and herzegovina	26	female	15	academic	serbian15.mov	srp	3/1/2009 11:00
16	serbian	belgrade	serbia	33	male	9	academic	serbian16.mov	srp	5/4/2011 20:27
17	serbian	belgrade	serbia	29	female	10	academic	serbian17.mov	srp	5/4/2011 20:27
18	serbian	belgrade	serbia	22	male	11	academic	serbian18.mov	srp	11/16/2011 9:55
1	serer	fatick	senegal	39	male	18	academic	serer1.mov	srr	1/30/2008 10:54
1	sesotho	maseru	lesotho	52	female	6	academic	sesotho1.mov	sot	8/30/2007 15:07
1	shilluk	malakal	sudan	42	male	12	academic	shilluk1.mov	shk	2/16/2009 13:24
1	shona	bulawayo	zimbabwe	30	female	5	academic	shona1.mov	sna	
2	shona	harare	zimbabwe	20	female	6	academic	shona2.mov	sna	4/6/2011 15:36
